image,channel,param,quality,repeat,seed,psnr,ssim,compression_ratio,time_source_enc,time_channel_enc,time_interleave,time_transmission,time_channel_dec,time_source_dec,actual_error_rate,viterbi_ber,source_bits,encoded_bits
kodim11.png,bsc,0.0,90,1,42,39.16363764366696,0.9688147453048531,4.628357541373385,1.2780048000000193,0.19926969999994526,0.25572879999998577,0.006687699999986307,14.492149900000015,3.4049777999999833,0.0,0.0,2038992,4077996
kodim12.png,bsc,0.0,90,1,42,40.89940201053105,0.9653278015714682,6.031166918892389,1.2207086000000231,0.15456360000001723,0.19513680000000022,0.004511900000011337,10.664966800000002,3.189350900000022,0.0,0.0,1564736,3129484
kodim01.png,bsc,0.01,10,1,42,12.684253617852981,0.4082470448577244,24.769511811023623,1.0457553999999618,0.037307300000009036,0.047353199999975004,0.045237099999951624,2.606245900000033,0.6511279000000059,0.009965612533244681,0.010994750656167979,381000,762012
kodim02.png,bsc,0.01,10,1,42,12.424194904081876,0.3834735177006305,26.84434735117422,1.053292899999974,0.03427130000000034,0.04239599999999655,0.041263500000013664,2.2999469999999747,0.5976883999999814,0.00999699082485465,0.009497883670125615,351552,703116
kodim03.png,bsc,0.01,10,1,42,14.236434483437275,0.5261182759931007,35.09186101856259,1.0495546000000218,0.026747999999997774,0.0342403999999874,0.03097050000002355,1.7229436000000078,0.57893839999997,0.009974624171401516,0.011118217515468824,268928,537868
kodim04.png,bsc,0.01,10,1,42,13.497784077992849,0.45941106763548095,31.3344489600765,1.0212831999999707,0.027859200000023066,0.036468799999965995,0.03548430000000735,1.9492271999999389,0.5967163999999912,0.009950380067567568,0.010704704226100353,301176,602364
kodim05.png,bsc,0.01,10,1,42,11.58476962735714,0.3813385312900204,21.25836622154944,1.0550263999999743,0.042196700000033616,0.05398209999998471,0.05239019999999073,2.977864600000032,0.6648845999999935,0.009962729357798164,0.01065262835414752,443928,887868
kodim06.png,bsc,0.01,10,1,42,12.955455708397496,0.4313971496044129,27.532920994281714,1.0409076000000255,0.03606159999998226,0.04179679999998598,0.03922109999996337,2.216679499999998,0.6190159999999878,0.009995233444940476,0.011025207142023574,342760,685532
kodim07.png,bsc,0.01,10,1,42,13.327456170626162,0.517725850215523,31.026222350806133,1.0362949000000299,0.029754700000012235,0.03962100000001101,0.035648800000046776,1.9868799000000195,0.5548820999999862,0.0099609375,0.011082691144367586,304168,608348
kodim08.png,bsc,0.01,10,1,42,11.54935172497272,0.40911498875982827,21.631025946639774,1.0460409000000368,0.04077430000000959,0.052628299999980754,0.05116349999997283,2.954728100000011,0.7067113999999606,0.009953864266939252,0.01113505088475291,436280,872572
kodim09.png,bsc,0.01,10,1,42,13.796270874829535,0.48828161133976655,36.037392313802165,1.0175047999999833,0.024397099999987404,0.03076690000000326,0.03054330000003347,1.669449400000019,0.5625484000000256,0.009952545166015625,0.011914217633042097,261872,523756
kodim10.png,bsc,0.01,10,1,42,14.214511982630238,0.5133599250497228,35.847935089798526,1.0211726999999655,0.02386500000000069,0.03334949999998571,0.030890400000032514,1.7116024000000039,0.5816585999999688,0.009959059495192308,0.011984532166408364,263256,526524
kodim11.png,bsc,0.01,10,1,42,13.521460792031165,0.45357697456762364,31.361939703301964,1.057327100000009,0.027749099999994087,0.03828830000003336,0.03501270000003842,2.0582899999999995,0.6139269999999897,0.009950380067567568,0.011481762109852715,300912,601836
